数据源	车型	品牌	汽车厂商	类型	媒体大类	媒体中类	媒体名称	折算系数	省份	城市	UD-显示屏	UD-视频/非视频	FCA_SUVSeg	FCA_Region	FCA_KeyCom	FCA_Tier	Remark	年份	月份	折算花费（万元）
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	灯箱	1.5	上海	上海	户外屏	非视频	D SEDAN	BUX	None	T1		2020	2	309.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	灯箱	1.5	广东	广州	户外屏	非视频	D SEDAN	BUX	None	T1		2020	2	109.5
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	特殊位置灯箱	1.5	广东	深圳	户外屏	非视频	D SEDAN	BUX	None	T1		2020	2	28.5
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	特殊位置灯箱	1.5	四川	成都	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	9.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	特殊位置灯箱	1.5	湖南	长沙	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	39.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	特殊位置灯箱	1.5	重庆	重庆	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	45.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	特殊位置灯箱	1.5	江苏	南京	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	144.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	特殊位置灯箱	1.5	山东	济南	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	9.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	射灯广告牌	1.5	辽宁	沈阳	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	14.85
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	悬挂广告	1.5	江苏	南京	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	7.533
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	火车站	悬挂广告	1.5	山东	济南	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	37.5
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	单一媒体	无照明广告牌	1.5	上海	上海	户外屏	非视频	D SEDAN	BUX	None	T1		2020	2	118.8
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	单一媒体	射灯广告牌	1.5	广东	深圳	户外屏	非视频	D SEDAN	BUX	None	T1		2020	2	60.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	灯箱	1.5	山西	太原	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	9.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	特殊位置灯箱	1.5	广东	广州	户外屏	非视频	D SEDAN	BUX	None	T1		2020	2	44.25
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	特殊位置灯箱	1.5	四川	成都	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	124.8
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	特殊位置灯箱	1.5	黑龙江	哈尔滨	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	15.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	特殊位置灯箱	1.5	湖南	长沙	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	15.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	特殊位置灯箱	1.5	福建	厦门	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	26.235
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	特殊位置灯箱	1.5	山东	青岛	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	144.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	特殊位置灯箱	1.5	陕西	西安	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	99.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	机场	柱子广告	1.5	四川	成都	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	30.0
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	广东	东莞	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	49.34832
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	广东	佛山	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	24.472
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	广东	深圳	户外屏	视频	D SEDAN	BUX	None	T1		2020	2	267.24544000000003
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	广东	珠海	户外屏	视频	D SEDAN	BUX	None	T4		2020	2	30.31168
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	吉林	长春	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	42.1876
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	四川	成都	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	78.96
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	黑龙江	哈尔滨	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	43.6128
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	辽宁	大连	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	86.06752
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	辽宁	沈阳	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	48.25912
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	湖南	长沙	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	115.19088
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	重庆	重庆	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	178.55936
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	福建	福州	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	18.506880000000002
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	福建	厦门	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	24.92952
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	浙江	杭州	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	145.43424000000002
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	浙江	宁波	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	25.369680000000002
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	浙江	温州	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	23.978640000000002
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	云南	昆明	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	55.228320000000004
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	江苏	南京	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	144.8832
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	江苏	苏州	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	55.2356
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	山东	济南	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	79.42032
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	山东	青岛	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	42.72352
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	河北	石家庄	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	15.723680000000002
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	天津	天津	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	107.744
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	河南	郑州	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	48.59904
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	湖北	武汉	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	116.536
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	山西	太原	户外屏	视频	D SEDAN	BUX	None	T3		2020	2	24.08672
CODC	沃尔沃S60	沃尔沃	沃尔沃(进口)	中型车	户外	视频媒体	楼宇液晶	0.4	陕西	西安	户外屏	视频	D SEDAN	BUX	None	T2		2020	2	24.45072
CODC	凯迪拉克CT5	凯迪拉克	上汽通用凯迪拉克	中型车	户外	机场	实物展示	1.5	上海	上海	户外屏	非视频	E SEDAN	JV	None	T1		2020	2	412.65000000000003
CODC	凯迪拉克CT5	凯迪拉克	上汽通用凯迪拉克	中型车	户外	视频媒体	电子屏	0.4	广东	广州	户外屏	视频	E SEDAN	JV	None	T1		2020	2	90.88
CODC	凯迪拉克CT5	凯迪拉克	上汽通用凯迪拉克	中型车	户外	视频媒体	电子屏	0.4	浙江	杭州	户外屏	视频	E SEDAN	JV	None	T2		2020	2	5.12
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	单一媒体	灯箱	1.5	北京	北京	户外屏	非视频	None	None	None	T1		2020	2	15.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	单一媒体	射灯广告牌	1.5	浙江	杭州	户外屏	非视频	None	None	None	T2		2020	2	36.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	单一媒体	单立柱	1.5	广东	佛山	户外屏	非视频	None	None	None	T3		2020	2	11.178
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	无照明广告牌	1.5	北京	北京	户外屏	非视频	None	None	None	T1		2020	2	840.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	特殊位置灯箱	1.5	上海	上海	户外屏	非视频	None	None	None	T1		2020	2	107.49
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	特殊位置灯箱	1.5	广东	广州	户外屏	非视频	None	None	None	T1		2020	2	270.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	特殊位置灯箱	1.5	重庆	重庆	户外屏	非视频	None	None	None	T2		2020	2	225.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	特殊位置灯箱	1.5	江苏	南京	户外屏	非视频	None	None	None	T2		2020	2	33.75
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	特殊位置灯箱	1.5	山东	青岛	户外屏	非视频	None	None	None	T3		2020	2	288.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	特殊位置灯箱	1.5	天津	天津	户外屏	非视频	None	None	None	T2		2020	2	24.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	特殊位置灯箱	1.5	陕西	西安	户外屏	非视频	None	None	None	T2		2020	2	112.5
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	实物展示	1.5	上海	上海	户外屏	非视频	None	None	None	T1		2020	2	132.0
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	单立柱	1.5	辽宁	沈阳	户外屏	非视频	None	None	None	T2		2020	2	106.19999999999999
CODC	奥迪e-tron	奥迪	奥迪(进口)	中型SUV	户外	机场	悬挂广告	1.5	四川	成都	户外屏	非视频	None	None	None	T2		2020	2	346.5
CODC	宝马M8	宝马	宝马M	中大型车	户外	机场	特殊位置灯箱	1.5	上海	上海	户外屏	非视频	SD SPECIALTY	BUX	None	T1		2020	2	204.9
CODC	宝马M8	宝马	宝马M	中大型车	户外	机场	特殊位置灯箱	1.5	四川	成都	户外屏	非视频	SD SPECIALTY	BUX	None	T2		2020	2	261.0
CODC	揽胜极光	路虎	奇瑞捷豹路虎	中型SUV	户外	地铁	月台广告	1.5	天津	天津	户外屏	非视频	C SUV/CUV	JV	None	T2		2020	2	12.87
CODC	揽胜极光	路虎	奇瑞捷豹路虎	中型SUV	户外	地铁	通道广告	1.5	天津	天津	户外屏	非视频	C SUV/CUV	JV	None	T2		2020	2	16.74
CODC	揽胜极光	路虎	奇瑞捷豹路虎	中型SUV	户外	机场	实物展示	1.5	上海	上海	户外屏	非视频	C SUV/CUV	JV	None	T1		2020	2	137.55
CODC	揽胜极光	路虎	奇瑞捷豹路虎	中型SUV	户外	机场	实物展示	1.5	北京	北京	户外屏	非视频	C SUV/CUV	JV	None	T1		2020	2	274.5
CODC	奥迪Q8	奥迪	奥迪(进口)	中大型SUV	户外	单一媒体	射灯广告牌	1.5	四川	成都	户外屏	非视频	BUX	Premium	None	T2		2020	2	6.48
CODC	奥迪Q8	奥迪	奥迪(进口)	中大型SUV	户外	机场	单立柱	1.5	北京	北京	户外屏	非视频	BUX	Premium	None	T1		2020	2	222.45
CODC	沃尔沃XC60	沃尔沃	沃尔沃亚太	中型SUV	户外	火车站	特殊位置灯箱	1.5	四川	成都	户外屏	非视频	D SUV/CUV	JV	None	T2		2020	2	12.0
CODC	沃尔沃XC60	沃尔沃	沃尔沃亚太	中型SUV	户外	单一媒体	射灯广告牌	1.5	广东	广州	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	2.916
CODC	沃尔沃XC60	沃尔沃	沃尔沃亚太	中型SUV	户外	单一媒体	单立柱	1.5	北京	北京	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	104.1
CODC	沃尔沃XC40	沃尔沃	沃尔沃亚太	紧凑型SUV	户外	单一媒体	单立柱	1.5	北京	北京	户外屏	非视频	C SUV/CUV	JV	None	T1		2020	2	52.2
CODC	奔驰V级	奔驰	福建奔驰	MPV	户外	机场	特殊位置灯箱	1.5	北京	北京	户外屏	非视频	E MPV	JV	None	T1		2020	2	225.0
CODC	奔驰S级	奔驰	奔驰(进口)	大型车	户外	机场	特殊位置灯箱	1.5	北京	北京	户外屏	非视频	F SEDAN	BUX	None	T1		2020	2	112.5
CODC	飞行家	林肯	林肯(进口)	中大型SUV	户外	机场	灯箱	1.5	上海	上海	户外屏	非视频	E SUV/CUV	BUX	None	T1		2020	2	70.5
CODC	飞行家	林肯	林肯(进口)	中大型SUV	户外	机场	特殊位置灯箱	1.5	广东	广州	户外屏	非视频	E SUV/CUV	BUX	None	T1		2020	2	277.5015
CODC	奔驰E级	奔驰	北京奔驰	中大型车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E SEDAN	JV	None	T1		2020	2	169.803
CODC	奔驰GLC	奔驰	北京奔驰	中型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	169.803
CODC	奔驰C级	奔驰	北京奔驰	中型车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	D SEDAN	JV	None	T1		2020	2	169.803
CODC	奔驰-品牌	奔驰	奔驰(进口)	品牌	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	None	None	None	T1		2020	2	169.803
CODC	奔驰GLS	奔驰	奔驰(进口)	大型SUV	户外	火车站	柱子广告	1.5	山东	济南	户外屏	非视频	SD SPECIALTY	BUX	None	T3		2020	2	22.5
CODC	奔驰GLS	奔驰	奔驰(进口)	大型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	SD SPECIALTY	BUX	None	T1		2020	2	169.803
CODC	奔驰GLB	奔驰	北京奔驰	紧凑型SUV	户外	地铁	月台广告	1.5	浙江	杭州	户外屏	非视频	D SUV/CUV	JV	None	T2		2020	2	24.24
CODC	奔驰GLB	奔驰	北京奔驰	紧凑型SUV	户外	机场	特殊位置灯箱	1.5	湖南	长沙	户外屏	非视频	D SUV/CUV	JV	None	T3		2020	2	34.95
CODC	奔驰GLB	奔驰	北京奔驰	紧凑型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	169.803
CODC	奔驰EQC	奔驰	北京奔驰	中型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	169.803
CODC	唯雅诺	奔驰	福建奔驰	MPV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E MPV	JV	None	T1		2020	2	169.803
CODC	奔驰B级	奔驰	奔驰(进口)	紧凑型车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	C MPV	BUX	None	T1		2020	2	169.803
CODC	宝马X5	宝马	宝马(进口)	中大型SUV	户外	单一媒体	射灯广告牌	1.5	浙江	宁波	户外屏	非视频	E SUV/CUV	BUX	Key	T3		2020	2	5.4
CODC	宝马X5	宝马	宝马(进口)	中大型SUV	户外	单一媒体	单立柱	1.5	广东	东莞	户外屏	非视频	E SUV/CUV	BUX	Key	T3		2020	2	4.212
CODC	宝马X5	宝马	宝马(进口)	中大型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E SUV/CUV	BUX	Key	T1		2020	2	169.803
CODC	宝马X5	宝马	宝马(进口)	中大型SUV	户外	视频媒体	电子屏	0.4	天津	天津	户外屏	视频	E SUV/CUV	BUX	Key	T2		2020	2	10.2432
CODC	宝马X5	宝马	宝马(进口)	中大型SUV	户外	视频媒体	电子屏	0.4	山西	太原	户外屏	视频	E SUV/CUV	BUX	Key	T3		2020	2	14.4
CODC	宝马3系	宝马	华晨宝马	中型车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	D SEDAN	JV	None	T1		2020	2	169.803
CODC	宝马i3	宝马	宝马(进口)	小型车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	B HATCH	BUX	None	T1		2020	2	169.803
CODC	宝马X7	宝马	宝马(进口)	大型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E SUV/CUV	BUX	None	T1		2020	2	169.803
CODC	宝马X3(进口)	宝马	宝马(进口)	中型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	D SUV/CUV	BUX	None	T1		2020	2	169.803
CODC	上汽通用凯迪拉克-品牌	凯迪拉克	上汽通用凯迪拉克	品牌	户外	单一媒体	无照明广告牌	1.5	上海	上海	户外屏	非视频	None	None	None	T1		2020	2	34.995
CODC	上汽通用凯迪拉克-品牌	凯迪拉克	上汽通用凯迪拉克	品牌	户外	单一媒体	射灯广告牌	1.5	上海	上海	户外屏	非视频	None	None	None	T1		2020	2	14.28
CODC	上汽通用凯迪拉克-品牌	凯迪拉克	上汽通用凯迪拉克	品牌	户外	机场	特殊位置灯箱	1.5	辽宁	沈阳	户外屏	非视频	None	None	None	T2		2020	2	90.0
CODC	上汽通用凯迪拉克-品牌	凯迪拉克	上汽通用凯迪拉克	品牌	户外	机场	特殊位置灯箱	1.5	湖南	长沙	户外屏	非视频	None	None	None	T3		2020	2	47.7495
CODC	上汽通用凯迪拉克-品牌	凯迪拉克	上汽通用凯迪拉克	品牌	户外	机场	特殊位置灯箱	1.5	重庆	重庆	户外屏	非视频	None	None	None	T2		2020	2	100.0005
CODC	上汽通用凯迪拉克-品牌	凯迪拉克	上汽通用凯迪拉克	品牌	户外	机场	其它网络广告	1.5	北京	北京	户外屏	非视频	None	None	None	T1		2020	2	49.95
CODC	英菲尼迪QX50	英菲尼迪	东风英菲尼迪	中型SUV	户外	地铁	月台广告	1.5	广东	深圳	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	38.85
CODC	英菲尼迪QX50	英菲尼迪	东风英菲尼迪	中型SUV	户外	单一媒体	无照明广告牌	1.5	广东	广州	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	12.0
CODC	揽胜	路虎	路虎(进口)	中大型SUV	户外	单一媒体	无照明广告牌	1.5	广东	广州	户外屏	非视频	F SUV/CUV	BUX	None	T1		2020	2	124.995
CODC	揽胜	路虎	路虎(进口)	中大型SUV	户外	单一媒体	射灯广告牌	1.5	广东	广州	户外屏	非视频	F SUV/CUV	BUX	None	T1		2020	2	46.8
CODC	揽胜	路虎	路虎(进口)	中大型SUV	户外	单一媒体	射灯广告牌	1.5	四川	成都	户外屏	非视频	F SUV/CUV	BUX	None	T2		2020	2	37.44
CODC	揽胜	路虎	路虎(进口)	中大型SUV	户外	机场	实物展示	1.5	上海	上海	户外屏	非视频	F SUV/CUV	BUX	None	T1		2020	2	137.55
CODC	奔驰GLE	奔驰	奔驰(进口)	中大型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E SUV/CUV	BUX	None	T1		2020	2	169.803
CODC	奔驰GLA	奔驰	北京奔驰	紧凑型SUV	户外	火车站	柱子广告	1.5	山东	济南	户外屏	非视频	C SUV/CUV	JV	None	T3		2020	2	30.0
CODC	奔驰GLA	奔驰	北京奔驰	紧凑型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	C SUV/CUV	JV	None	T1		2020	2	169.803
CODC	奔驰A级AMG	奔驰	北京奔驰	紧凑型车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	None	None	None	T1		2020	2	169.803
CODC	宝马X2(进口)	宝马	宝马(进口)	紧凑型SUV	户外	单一媒体	单立柱	1.5	广东	东莞	户外屏	非视频	C SUV/CUV	BUX	None	T3		2020	2	4.212
CODC	宝马X2(进口)	宝马	宝马(进口)	紧凑型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	C SUV/CUV	BUX	None	T1		2020	2	169.803
CODC	宝马X6	宝马	宝马(进口)	中大型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E SUV/CUV	BUX	None	T1		2020	2	169.803
CODC	宝马X1	宝马	华晨宝马	紧凑型SUV	户外	单一媒体	三面翻	1.5	黑龙江	哈尔滨	户外屏	非视频	C SUV/CUV	JV	None	T2		2020	2	11.286
CODC	宝马X1	宝马	华晨宝马	紧凑型SUV	户外	机场	特殊位置灯箱	1.5	辽宁	沈阳	户外屏	非视频	C SUV/CUV	JV	None	T2		2020	2	92.7495
CODC	宝马X1	宝马	华晨宝马	紧凑型SUV	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	C SUV/CUV	JV	None	T1		2020	2	169.803
CODC	宝马X1	宝马	华晨宝马	紧凑型SUV	户外	视频媒体	电子屏	0.4	天津	天津	户外屏	视频	C SUV/CUV	JV	None	T2		2020	2	10.2432
CODC	宝马X1	宝马	华晨宝马	紧凑型SUV	户外	视频媒体	电子屏	0.4	山西	太原	户外屏	视频	C SUV/CUV	JV	None	T3		2020	2	14.4
CODC	宝马8系	宝马	宝马(进口)	跑车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E SEDAN	BUX	None	T1		2020	2	169.803
CODC	宝马i8	宝马	宝马(进口)	跑车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	SC SPECIALTY	BUX	None	T1		2020	2	169.803
CODC	宝马5系	宝马	华晨宝马	中大型车	户外	机场	灯箱_滚动	1.5	北京	北京	户外屏	非视频	E SEDAN	JV	None	T1		2020	2	169.803
CODC	雷克萨斯LS	雷克萨斯	雷克萨斯	大型车	户外	机场	特殊位置灯箱	1.5	辽宁	沈阳	户外屏	非视频	F SEDAN	BUX	None	T2		2020	2	96.0
CODC	雷克萨斯LS	雷克萨斯	雷克萨斯	大型车	户外	机场	实物展示	1.5	广东	广州	户外屏	非视频	F SEDAN	BUX	None	T1		2020	2	234.0
CODC	雷克萨斯LS	雷克萨斯	雷克萨斯	大型车	户外	机场	实物展示	1.5	四川	成都	户外屏	非视频	F SEDAN	BUX	None	T2		2020	2	180.0
CODC	雷克萨斯LS	雷克萨斯	雷克萨斯	大型车	户外	机场	实物展示	1.5	浙江	杭州	户外屏	非视频	F SEDAN	BUX	None	T2		2020	2	45.0
CODC	沃尔沃S60L	沃尔沃	沃尔沃亚太	中型车	户外	机场	实物展示	1.5	广东	广州	户外屏	非视频	D SEDAN	JV	None	T1		2020	2	117.0
CODC	MINI COUNTRYMAN	MINI	MINI	小型SUV	户外	单一媒体	无照明广告牌	1.5	上海	上海	户外屏	非视频	B SUV/CUV	BUX	None	T1		2020	2	303.75
CODC	讴歌RDX	讴歌	广汽讴歌	中型SUV	户外	单一媒体	射灯广告牌	1.5	上海	上海	户外屏	非视频	D SUV/CUV	JV	None	T1		2020	2	132.0
CODC	凯迪拉克ATS(进口)	凯迪拉克	凯迪拉克(进口)	中型车	户外	单一媒体	射灯广告牌	1.5	上海	上海	户外屏	非视频	D SEDAN	BUX	None	T1		2020	2	36.75
CODC	揽胜运动版	路虎	路虎(进口)	中大型SUV	户外	机场	实物展示	1.5	上海	上海	户外屏	非视频	E SUV/CUV	BUX	None	T1		2020	2	137.55
CODC	捷豹XEL	捷豹	奇瑞捷豹路虎	中型车	户外	单一媒体	灯箱	1.5	江苏	南京	户外屏	非视频	D SEDAN	JV	None	T2		2020	2	32.4
CODC	领航员	林肯	林肯	大型SUV	户外	机场	灯箱	1.5	上海	上海	户外屏	非视频	F SUV/CUV	BUX	None	T1		2020	2	20.52
CODC	领航员	林肯	林肯	大型SUV	户外	机场	灯箱	1.5	山东	济南	户外屏	非视频	F SUV/CUV	BUX	None	T3		2020	2	6.495
CODC	奥迪Q3	奥迪	一汽-大众奥迪	紧凑型SUV	户外	单一媒体	三面翻	1.5	广东	东莞	户外屏	非视频	C SUV/CUV	JV	None	T3		2020	2	2.43
CODC	奥迪Q3	奥迪	一汽-大众奥迪	紧凑型SUV	户外	机场	特殊位置灯箱	1.5	吉林	长春	户外屏	非视频	C SUV/CUV	JV	None	T3		2020	2	31.68
CODC	宝马7系	宝马	宝马(进口)	大型车	户外	单一媒体	单立柱	1.5	广东	东莞	户外屏	非视频	F SEDAN	BUX	None	T3		2020	2	4.212
CODC	宝马7系	宝马	宝马(进口)	大型车	户外	视频媒体	电子屏	0.4	四川	成都	户外屏	视频	F SEDAN	BUX	None	T2		2020	2	14.24
CODC	宝马7系	宝马	宝马(进口)	大型车	户外	视频媒体	电子屏	0.4	浙江	杭州	户外屏	视频	F SEDAN	BUX	None	T2		2020	2	4.4
CODC	宝马7系	宝马	宝马(进口)	大型车	户外	视频媒体	电子屏	0.4	天津	天津	户外屏	视频	F SEDAN	BUX	None	T2		2020	2	10.2432
CODC	宝马7系	宝马	宝马(进口)	大型车	户外	视频媒体	电子屏	0.4	山西	太原	户外屏	视频	F SEDAN	BUX	None	T3		2020	2	14.4
